Case_id,Year_id,State_id,County_id,Hospital_id,Disease_id,Num_of_cases,Num_of_Deaths
869,6,50,19,209,165,6,6
870,6,50,19,209,220,134,6
871,6,50,19,209,99,134,6
872,6,50,19,210,132,134,6
873,6,50,19,210,187,134,6
874,6,50,19,210,121,134,6
875,6,50,19,210,44,134,6
876,6,50,19,210,143,134,6
877,6,50,19,210,165,134,6
878,6,50,19,210,220,134,6
879,6,50,19,210,99,134,6
880,6,50,19,211,132,134,6
881,6,50,19,211,187,134,6
882,6,50,19,211,121,17,12
883,6,50,19,211,44,116,11
884,6,50,19,211,143,136,4
885,6,50,19,211,165,13,6
886,6,50,19,211,220,134,6
887,6,50,19,211,99,4,0
888,6,50,19,212,132,134,6
889,6,50,19,212,187,1,0
890,6,50,19,212,121,36,7
891,6,50,19,212,44,264,10
892,6,50,19,212,143,246,1
893,6,50,19,212,165,228,3
894,6,50,19,212,220,488,2
895,6,50,19,212,99,11,6
896,6,50,19,213,132,134,6
897,6,50,19,213,187,134,6
898,6,50,19,213,121,134,6
899,6,50,19,213,44,134,6
900,6,50,19,213,143,134,6
901,6,50,19,213,165,134,6
902,6,50,19,213,220,134,6
903,6,50,19,213,99,134,6
904,6,50,19,214,132,134,6
905,6,50,19,214,187,134,6
906,6,50,19,214,121,2,0
907,6,50,19,214,44,60,6
908,6,50,19,214,143,99,2
909,6,50,19,214,165,17,7
910,6,50,19,214,220,134,6
911,6,50,19,214,99,134,6
912,6,50,19,215,132,134,6
913,6,50,19,215,187,134,6
914,6,50,19,215,121,1,0
915,6,50,19,215,44,9,6
916,6,50,19,215,143,16,6
917,6,50,19,215,165,3,0
918,6,50,19,215,220,134,6
919,6,50,19,215,99,134,6
920,6,50,19,216,132,134,6
921,6,50,19,216,187,6,6
922,6,50,19,216,121,38,12
923,6,50,19,216,44,209,9
924,6,50,19,216,143,193,2
925,6,50,19,216,165,100,2
926,6,50,19,216,220,304,2
927,6,50,19,216,99,38,6
928,6,50,19,217,132,134,6
929,6,50,19,217,187,134,6
930,6,50,19,217,121,134,6
931,6,50,19,217,44,23,4
932,6,50,19,217,143,38,6
933,6,50,19,217,165,5,0
934,6,50,19,217,220,134,6
935,6,50,19,217,99,134,6
936,6,50,19,218,132,134,6
937,6,50,19,218,187,1,0
938,6,50,19,218,121,134,6
939,6,50,19,218,44,112,11
940,6,50,19,218,143,145,2
941,6,50,19,218,165,1,0
942,6,50,19,218,220,134,6
943,6,50,19,218,99,8,6
944,6,50,19,219,132,134,6
945,6,50,19,219,187,134,6
946,6,50,19,219,121,134,6
947,6,50,19,219,44,85,8
948,6,50,19,219,143,130,3
949,6,50,19,219,165,46,6
950,6,50,19,219,220,134,6
951,6,50,19,219,99,7,0
952,6,50,19,220,132,134,6
953,6,50,19,220,187,134,6
954,6,50,19,220,121,3,0
955,6,50,19,220,44,80,2
956,6,50,19,220,143,77,6
957,6,50,19,220,165,18,4
958,6,50,19,220,220,134,6
959,6,50,19,220,99,134,6
960,6,50,19,221,132,134,6
961,6,50,19,221,187,134,6
962,6,50,19,221,121,134,6
963,6,50,19,221,44,23,15
964,6,50,19,221,143,57,7
965,6,50,19,221,165,13,6
966,6,50,19,221,220,134,6
967,6,50,19,221,99,134,6
968,6,50,19,222,132,134,6
969,6,50,19,222,187,134,6
970,6,50,19,222,121,134,6
971,6,50,19,222,44,48,19
972,6,50,19,222,143,67,9
973,6,50,19,222,165,17,6
974,6,50,19,222,220,134,6
975,6,50,19,222,99,1,0
976,6,50,19,223,132,134,6
977,6,50,19,223,187,134,6
978,6,50,19,223,121,74,8
979,6,50,19,223,44,298,11
980,6,50,19,223,143,296,4
981,6,50,19,223,165,160,4
982,6,50,19,223,220,134,6
983,6,50,19,223,99,12,6
984,6,50,19,224,132,134,6
985,6,50,19,224,187,2,0
986,6,50,19,224,121,49,6
987,6,50,19,224,44,299,11
988,6,50,19,224,143,291,2
989,6,50,19,224,165,122,2
990,6,50,19,224,220,320,2
991,6,50,19,224,99,49,6
992,6,50,19,225,132,134,6
993,6,50,19,225,187,2,0
994,6,50,19,225,121,36,13
995,6,50,19,225,44,215,11
996,6,50,19,225,143,185,4
997,6,50,19,225,165,91,3
998,6,50,19,225,220,405,1
999,6,50,19,225,99,47,6
1000,6,50,19,226,132,1,0
1001,6,50,19,226,187,1,0
1002,6,50,19,226,121,46,8
1003,6,50,19,226,44,287,9
1004,6,50,19,226,143,290,3
1005,6,50,19,226,165,186,2
1006,6,50,19,226,220,516,2
1007,6,50,19,226,99,107,6
1008,6,50,19,227,132,134,6
1009,6,50,19,227,187,134,6
1010,6,50,19,227,121,134,6
1011,6,50,19,227,44,134,6
1012,6,50,19,227,143,134,6
1013,6,50,19,227,165,134,6
1014,6,50,19,227,220,134,6
1015,6,50,19,227,99,134,6
1016,6,50,19,228,132,134,6
1017,6,50,19,228,187,134,6
1018,6,50,19,228,121,134,6
1019,6,50,19,228,44,134,6
1020,6,50,19,228,143,134,6
1021,6,50,19,228,165,134,6
1022,6,50,19,228,220,134,6
1023,6,50,19,228,99,134,6
1024,6,50,19,229,132,134,6
1025,6,50,19,229,187,134,6
1026,6,50,19,229,121,28,21
1027,6,50,19,229,44,277,11
1028,6,50,19,229,143,254,2
1029,6,50,19,229,165,45,6
1030,6,50,19,229,220,127,2
1031,6,50,19,229,99,11,6
1032,6,50,19,230,132,134,6
1033,6,50,19,230,187,14,9
1034,6,50,19,230,121,22,4
1035,6,50,19,230,44,167,11
1036,6,50,19,230,143,227,4
1037,6,50,19,230,165,150,3
1038,6,50,19,230,220,333,2
1039,6,50,19,230,99,32,6
1040,6,50,19,231,132,134,6
1041,6,50,19,231,187,134,6
1042,6,50,19,231,121,13,6
1043,6,50,19,231,44,199,9
1044,6,50,19,231,143,216,2
1045,6,50,19,231,165,65,2
1046,6,50,19,231,220,215,1
1047,6,50,19,231,99,20,6
1048,6,50,19,232,132,134,6
1049,6,50,19,232,187,8,6
1050,6,50,19,232,121,344,2
1051,6,50,19,232,44,151,4
1052,6,50,19,232,143,154,2
1053,6,50,19,232,165,52,2
1054,6,50,19,232,220,274,2
1055,6,50,19,232,99,14,6
1056,6,50,19,233,132,134,6
1057,6,50,19,233,187,134,6
1058,6,50,19,233,121,2,0
1059,6,50,19,233,44,94,19
1060,6,50,19,233,143,85,5
1061,6,50,19,233,165,62,4
1062,6,50,19,233,220,134,6
1063,6,50,19,233,99,19,8
1064,6,50,19,234,132,134,6
1065,6,50,19,234,187,134,6
1066,6,50,19,234,121,17,6
1067,6,50,19,234,44,138,10
1068,6,50,19,234,143,162,2
1069,6,50,19,234,165,86,1
1070,6,50,19,234,220,9,6
1071,6,50,19,234,99,6,6
1072,6,50,19,235,132,134,6
1073,6,50,19,235,187,134,6
1074,6,50,19,235,121,134,6
1075,6,50,19,235,44,134,6
1076,6,50,19,235,143,134,6
1077,6,50,19,235,165,134,6
1078,6,50,19,235,220,134,6
1079,6,50,19,235,99,134,6
1080,6,50,19,236,132,134,6
1081,6,50,19,236,187,134,6
1082,6,50,19,236,121,6,5
1083,6,50,19,236,44,102,8
1084,6,50,19,236,143,90,2
1085,6,50,19,236,165,70,3
1086,6,50,19,236,220,134,6
1087,6,50,19,236,99,1,0
1088,6,50,19,237,132,134,6
1089,6,50,19,237,187,134,6
1090,6,50,19,237,121,134,6
1091,6,50,19,237,44,134,6
1092,6,50,19,237,143,134,6
1093,6,50,19,237,165,134,6
1094,6,50,19,237,220,134,6
1095,6,50,19,237,99,134,6
1096,6,50,19,238,132,134,6
1097,6,50,19,238,187,134,6
1098,6,50,19,238,121,2,0
1099,6,50,19,238,44,49,6
1100,6,50,19,238,143,21,5
1101,6,50,19,238,165,4,0
1102,6,50,19,238,220,134,6
1103,6,50,19,238,99,134,6
1104,6,50,19,239,132,1,0
1105,6,50,19,239,187,1,0
1106,6,50,19,239,121,56,7
1107,6,50,19,239,44,403,9
1108,6,50,19,239,143,424,3
1109,6,50,19,239,165,220,2
1110,6,50,19,239,220,700,2
1111,6,50,19,239,99,104,2
1112,6,50,19,240,132,134,6
1113,6,50,19,240,187,134,6
1114,6,50,19,240,121,134,6
1115,6,50,19,240,44,15,9
1116,6,50,19,240,143,70,3
1117,6,50,19,240,165,13,2
1118,6,50,19,240,220,134,1
1119,6,50,19,240,99,134,6
1120,6,50,19,241,132,134,6
1121,6,50,19,241,187,2,0
1122,6,50,19,241,121,134,6
1123,6,50,19,241,44,5,0
1124,6,50,19,241,143,9,6
1125,6,50,19,241,165,1,0
1126,6,50,19,241,220,134,6
1127,6,50,19,241,99,134,6
1128,6,50,19,242,132,32,3
1129,6,50,19,242,187,27,6
1130,6,50,19,242,121,278,6
1131,6,50,19,242,44,86,8
1132,6,50,19,242,143,36,4
1133,6,50,19,242,165,19,6
1134,6,50,19,242,220,49,2
1135,6,50,19,242,99,16,4
1136,6,50,19,243,132,134,6
1137,6,50,19,243,187,134,6
1138,6,50,19,243,121,15,9
1139,6,50,19,243,44,123,11
1140,6,50,19,243,143,110,2
1141,6,50,19,243,165,60,2
1142,6,50,19,243,220,166,2
1143,6,50,19,243,99,15,6
1144,6,50,19,244,132,134,6
1145,6,50,19,244,187,1,0
1146,6,50,19,244,121,12,8
1147,6,50,19,244,44,106,13
1148,6,50,19,244,143,106,3
1149,6,50,19,244,165,84,3
1150,6,50,19,244,220,134,6
1151,6,50,19,244,99,15,6
1152,6,50,19,245,132,134,6
1153,6,50,19,245,187,134,6
1154,6,50,19,245,121,10,8
1155,6,50,19,245,44,124,18
1156,6,50,19,245,143,161,2
1157,6,50,19,245,165,108,5
1158,6,50,19,245,220,132,2
1159,6,50,19,245,99,40,6
1160,6,50,19,246,132,134,6
1161,6,50,19,246,187,1,0
1162,6,50,19,246,121,29,9
1163,6,50,19,246,44,166,10
1164,6,50,19,246,143,173,6
1165,6,50,19,246,165,58,5
1166,6,50,19,246,220,231,1
1167,6,50,19,246,99,7,6
1168,6,50,19,247,132,1,0
1169,6,50,19,247,187,134,6
1170,6,50,19,247,121,1,0
1171,6,50,19,247,44,150,9
1172,6,50,19,247,143,189,1
1173,6,50,19,247,165,75,3
1174,6,50,19,247,220,1,0
1175,6,50,19,247,99,11,6
1176,6,50,20,248,132,134,6
1177,6,50,20,248,187,134,6
1178,6,50,20,248,121,134,6
1179,6,50,20,248,44,51,18
1180,6,50,20,248,143,73,3
1181,6,50,20,248,165,15,8
1182,6,50,20,248,220,134,6
1183,6,50,20,248,99,134,6
1184,6,50,21,249,132,134,6
1185,6,50,21,249,187,1,0
1186,6,50,21,249,121,134,6
1187,6,50,21,249,44,166,14
1188,6,50,21,249,143,152,2
1189,6,50,21,249,165,105,3
1190,6,50,21,249,220,17,6
1191,6,50,21,249,99,21,4
1192,6,50,21,250,132,134,6
1193,6,50,21,250,187,134,6
1194,6,50,21,250,121,36,5
1195,6,50,21,250,44,155,12
1196,6,50,21,250,143,196,3
1197,6,50,21,250,165,101,2
1198,6,50,21,250,220,260,1
1199,6,50,21,250,99,56,6
1200,6,50,21,251,132,134,6
1201,6,50,21,251,187,134,6
1202,6,50,21,251,121,134,6
1203,6,50,21,251,44,33,8
1204,6,50,21,251,143,55,6
1205,6,50,21,251,165,35,4
1206,6,50,21,251,220,134,6
1207,6,50,21,251,99,1,0
1208,6,50,22,252,132,134,6
1209,6,50,22,252,187,134,6
1210,6,50,22,252,121,134,6
1211,6,50,22,252,44,1,0
1212,6,50,22,252,143,134,6
1213,6,50,22,252,165,134,6
1214,6,50,22,252,220,134,6
1215,6,50,22,252,99,134,6
1216,6,50,23,253,132,134,6
1217,6,50,23,253,187,134,6
1218,6,50,23,253,121,134,6
1219,6,50,23,253,44,19,0
1220,6,50,23,253,143,18,6
1221,6,50,23,253,165,23,6
1222,6,50,23,253,220,134,6
1223,6,50,23,253,99,134,6
1224,6,50,23,254,132,134,6
1225,6,50,23,254,187,134,6
1226,6,50,23,254,121,134,6
1227,6,50,23,254,44,11,0
1228,6,50,23,254,143,34,5
1229,6,50,23,254,165,16,6
1230,6,50,23,254,220,134,6
1231,6,50,23,254,99,134,6
1232,6,50,23,255,132,134,6
1233,6,50,23,255,187,134,6
1234,6,50,23,255,121,134,6
1235,6,50,23,255,44,53,18
1236,6,50,23,255,143,67,4
1237,6,50,23,255,165,51,5
1238,6,50,23,255,220,134,6
1239,6,50,23,255,99,2,0
1240,6,50,24,256,132,134,6
1241,6,50,24,256,187,134,6
1242,6,50,24,256,121,134,6
1243,6,50,24,256,44,25,7
1244,6,50,24,256,143,39,6
1245,6,50,24,256,165,7,6
1246,6,50,24,256,220,134,6
1247,6,50,24,256,99,134,6
1248,6,50,24,257,132,134,6
1249,6,50,24,257,187,134,6
1250,6,50,24,257,121,134,6
1251,6,50,24,257,44,148,12
1252,6,50,24,257,143,194,3
1253,6,50,24,257,165,82,7
1254,6,50,24,257,220,134,6
1255,6,50,24,257,99,134,6
1256,6,50,25,258,132,134,6
1257,6,50,25,258,187,134,6
1258,6,50,25,258,121,134,6
1259,6,50,25,258,44,134,6
1260,6,50,25,258,143,3,0
1261,6,50,25,258,165,134,6
1262,6,50,25,258,220,134,6
1263,6,50,25,258,99,134,6
1264,6,50,25,259,132,134,6
1265,6,50,25,259,187,134,6
1266,6,50,25,259,121,134,6
1267,6,50,25,259,44,134,6
1268,6,50,25,259,143,134,6
1269,6,50,25,259,165,134,6
1270,6,50,25,259,220,134,6
1271,6,50,25,259,99,134,6
1272,6,50,26,260,132,134,6
1273,6,50,26,260,187,134,6
1274,6,50,26,260,121,134,6
1275,6,50,26,260,44,2,0
1276,6,50,26,260,143,4,0
1277,6,50,26,260,165,5,0
1278,6,50,26,260,220,134,6
1279,6,50,26,260,99,134,6
1280,6,50,27,261,132,134,6
1281,6,50,27,261,187,6,6
1282,6,50,27,261,121,35,5
1283,6,50,27,261,44,209,11
1284,6,50,27,261,143,218,2
1285,6,50,27,261,165,148,1
1286,6,50,27,261,220,38,4
1287,6,50,27,261,99,25,6
1288,6,50,27,262,132,134,6
1289,6,50,27,262,187,134,6
1290,6,50,27,262,121,134,6
1291,6,50,27,262,44,9,0
1292,6,50,27,262,143,28,6
1293,6,50,27,262,165,7,6
1294,6,50,27,262,220,134,6
1295,6,50,27,262,99,134,6
1296,6,50,27,263,132,134,6
1297,6,50,27,263,187,134,6
1298,6,50,27,263,121,134,6
1299,6,50,27,263,44,21,14
1300,6,50,27,263,143,75,5
1301,6,50,27,263,165,10,6
1302,6,50,27,263,220,134,6
1303,6,50,27,263,99,134,6
1304,6,50,27,264,132,1,0
1305,6,50,27,264,187,1,0
1306,6,50,27,264,121,40,7
1307,6,50,27,264,44,210,16
1308,6,50,27,264,143,225,2
1309,6,50,27,264,165,110,5
1310,6,50,27,264,220,575,1
1311,6,50,27,264,99,42,3
1312,6,50,28,265,132,134,6
1313,6,50,28,265,187,134,6
1314,6,50,28,265,121,134,6
1315,6,50,28,265,44,2,0
1316,6,50,28,265,143,1,0
1317,6,50,28,265,165,134,6
1318,6,50,28,265,220,134,6
1319,6,50,28,265,99,134,6
1320,6,50,28,266,132,134,6
1321,6,50,28,266,187,134,6
1322,6,50,28,266,121,134,6
1323,6,50,28,266,44,113,11
1324,6,50,28,266,143,123,2
1325,6,50,28,266,165,83,6
1326,6,50,28,266,220,306,1
1327,6,50,28,266,99,38,6
1328,6,50,28,267,132,134,6
1329,6,50,28,267,187,134,6
1330,6,50,28,267,121,134,6
1331,6,50,28,267,44,26,6
1332,6,50,28,267,143,51,6
1333,6,50,28,267,165,30,7
1334,6,50,28,267,220,563,1
1335,6,50,28,267,99,55,2
1336,6,50,29,268,132,134,6
1337,6,50,29,268,187,134,6
1338,6,50,29,268,121,134,6
1339,6,50,29,268,44,143,13
1340,6,50,29,268,143,139,3
1341,6,50,29,268,165,77,3
1342,6,50,29,268,220,134,6
1343,6,50,29,268,99,24,6
1344,6,50,29,269,132,134,6
1345,6,50,29,269,187,1,0
1346,6,50,29,269,121,134,6
1347,6,50,29,269,44,8,6
1348,6,50,29,269,143,20,6
1349,6,50,29,269,165,19,6
1350,6,50,29,269,220,134,6
1351,6,50,29,269,99,4,0
1352,6,50,30,270,132,134,6
1353,6,50,30,270,187,134,6
1354,6,50,30,270,121,134,6
1355,6,50,30,270,44,22,6
1356,6,50,30,270,143,63,2
1357,6,50,30,270,165,10,6
1358,6,50,30,270,220,134,6
1359,6,50,30,270,99,134,6
1360,6,50,30,271,132,134,6
1361,6,50,30,271,187,1,0
1362,6,50,30,271,121,3,0
1363,6,50,30,271,44,244,9
1364,6,50,30,271,143,290,2
1365,6,50,30,271,165,113,2
1366,6,50,30,271,220,811,1
1367,6,50,30,271,99,63,6
1368,6,50,30,272,132,134,6
1369,6,50,30,272,187,134,6
1370,6,50,30,272,121,134,6
1371,6,50,30,272,44,13,6
1372,6,50,30,272,143,37,6
1373,6,50,30,272,165,16,6
1374,6,50,30,272,220,134,6
1375,6,50,30,272,99,134,6
1376,6,50,30,273,132,134,6
1377,6,50,30,273,187,134,6
1378,6,50,30,273,121,134,6
1379,6,50,30,273,44,25,15
1380,6,50,30,273,143,58,6
1381,6,50,30,273,165,10,6
1382,6,50,30,273,220,134,6
1383,6,50,30,273,99,3,0
1384,6,50,30,274,132,134,6
1385,6,50,30,274,187,134,6
1386,6,50,30,274,121,134,6
1387,6,50,30,274,44,134,6
1388,6,50,30,274,143,1,0
1389,6,50,30,274,165,134,6
1390,6,50,30,274,220,134,6
1391,6,50,30,274,99,134,6
1392,6,50,30,275,132,134,6
1393,6,50,30,275,187,4,0
1394,6,50,30,275,121,22,3
1395,6,50,30,275,44,184,4
1396,6,50,30,275,143,274,2
1397,6,50,30,275,165,70,3
1398,6,50,30,275,220,338,1
1399,6,50,30,275,99,11,6
1400,6,50,30,276,132,134,6
1401,6,50,30,276,187,134,6
1402,6,50,30,276,121,1,0
1403,6,50,30,276,44,66,7
1404,6,50,30,276,143,103,2
1405,6,50,30,276,165,42,3
1406,6,50,30,276,220,134,6
1407,6,50,30,276,99,2,0
1408,6,50,30,277,132,134,6
1409,6,50,30,277,187,4,0
1410,6,50,30,277,121,293,8
1411,6,50,30,277,44,519,11
1412,6,50,30,277,143,431,3
1413,6,50,30,277,165,229,3
1414,6,50,30,277,220,592,1
1415,6,50,30,277,99,101,6
1416,6,50,30,278,132,134,6
1417,6,50,30,278,187,134,6
1418,6,50,30,278,121,134,6
1419,6,50,30,278,44,61,8
1420,6,50,30,278,143,99,3
1421,6,50,30,278,165,43,6
1422,6,50,30,278,220,134,6
1423,6,50,30,278,99,2,0
1424,6,50,30,279,132,134,6
1425,6,50,30,279,187,134,6
1426,6,50,30,279,121,6,6
1427,6,50,30,279,44,111,7
1428,6,50,30,279,143,166,2
1429,6,50,30,279,165,44,5
1430,6,50,30,279,220,260,1
1431,6,50,30,279,99,6,6
1432,6,50,30,280,132,134,6
1433,6,50,30,280,187,3,0
1434,6,50,30,280,121,191,5
1435,6,50,30,280,44,316,8
1436,6,50,30,280,143,154,4
1437,6,50,30,280,165,172,4
1438,6,50,30,280,220,134,6
1439,6,50,30,280,99,57,6
1440,6,50,30,281,132,134,6
1441,6,50,30,281,187,134,6
1442,6,50,30,281,121,134,6
1443,6,50,30,281,44,81,8
1444,6,50,30,281,143,116,2
1445,6,50,30,281,165,28,6
1446,6,50,30,281,220,134,6
1447,6,50,30,281,99,12,11
1448,6,50,30,282,132,134,6
1449,6,50,30,282,187,134,6
1450,6,50,30,282,121,26,9
1451,6,50,30,282,44,203,12
1452,6,50,30,282,143,177,3
1453,6,50,30,282,165,138,2
1454,6,50,30,282,220,60,3
1455,6,50,30,282,99,40,3
1456,6,50,30,283,132,134,6
1457,6,50,30,283,187,134,6
1458,6,50,30,283,121,134,6
1459,6,50,30,283,44,134,6
1460,6,50,30,283,143,134,6
1461,6,50,30,283,165,134,6
1462,6,50,30,283,220,134,6
1463,6,50,30,283,99,134,6
1464,6,50,30,284,132,1,0
1465,6,50,30,284,187,1,0
1466,6,50,30,284,121,97,6
1467,6,50,30,284,44,283,11
1468,6,50,30,284,143,237,3
1469,6,50,30,284,165,121,2
1470,6,50,30,284,220,636,2
1471,6,50,30,284,99,17,6
1472,6,50,30,285,132,134,6
1473,6,50,30,285,187,134,6
1474,6,50,30,285,121,126,6
1475,6,50,30,285,44,317,8
1476,6,50,30,285,143,305,1
1477,6,50,30,285,165,162,3
1478,6,50,30,285,220,319,1
1479,6,50,30,285,99,98,6
1480,6,50,30,286,132,134,6
1481,6,50,30,286,187,134,6
1482,6,50,30,286,121,35,3
1483,6,50,30,286,44,295,9
1484,6,50,30,286,143,274,2
1485,6,50,30,286,165,171,3
1486,6,50,30,286,220,494,1
1487,6,50,30,286,99,72,6
1488,6,50,30,287,132,134,6
1489,6,50,30,287,187,134,6
1490,6,50,30,287,121,8,6
1491,6,50,30,287,44,3,0
1492,6,50,30,287,143,6,6
1493,6,50,30,287,165,1,0
1494,6,50,30,287,220,134,6
1495,6,50,30,287,99,134,6
1496,6,50,30,288,132,10,6
1497,6,50,30,288,187,23,6
1498,6,50,30,288,121,174,6
1499,6,50,30,288,44,264,11
1500,6,50,30,288,143,121,2
1501,6,50,30,288,165,23,6
1502,6,50,30,288,220,200,2
1503,6,50,30,288,99,25,6
1504,6,50,30,289,132,134,6
1505,6,50,30,289,187,134,6
1506,6,50,30,289,121,107,10
1507,6,50,30,289,44,259,12
1508,6,50,30,289,143,141,2
1509,6,50,30,289,165,39,2
1510,6,50,30,289,220,223,2
1511,6,50,30,289,99,27,6
1512,6,50,30,290,132,134,6
1513,6,50,30,290,187,134,6
1514,6,50,30,290,121,134,6
1515,6,50,30,290,44,15,10
1516,6,50,30,290,143,49,4
1517,6,50,30,290,165,8,6
1518,6,50,30,290,220,201,1
1519,6,50,30,290,99,17,6
1520,6,50,30,291,132,4,0
1521,6,50,30,291,187,8,6
1522,6,50,30,291,121,1,0
1523,6,50,30,291,44,268,15
1524,6,50,30,291,143,277,3
1525,6,50,30,291,165,215,3
1526,6,50,30,291,220,134,6
1527,6,50,30,291,99,73,6
1528,6,50,30,292,132,134,6
1529,6,50,30,292,187,1,0
1530,6,50,30,292,121,134,6
1531,6,50,30,292,44,100,5
1532,6,50,30,292,143,121,1
1533,6,50,30,292,165,61,4
1534,6,50,30,292,220,134,6
1535,6,50,30,292,99,9,6
1536,6,50,30,293,132,134,6
1537,6,50,30,293,187,2,0
1538,6,50,30,293,121,77,3
1539,6,50,30,293,44,285,12
1540,6,50,30,293,143,259,3
1541,6,50,30,293,165,164,3
1542,6,50,30,293,220,98,1
1543,6,50,30,293,99,37,6
1544,6,50,30,294,132,134,6
1545,6,50,30,294,187,134,6
1546,6,50,30,294,121,134,6
1547,6,50,30,294,44,7,0
1548,6,50,30,294,143,9,6
1549,6,50,30,294,165,134,6
1550,6,50,30,294,220,134,6
1551,6,50,30,294,99,134,6
1552,6,50,31,295,132,134,6
1553,6,50,31,295,187,134,6
1554,6,50,31,295,121,134,6
1555,6,50,31,295,44,5,0
1556,6,50,31,295,143,13,6
1557,6,50,31,295,165,134,6
1558,6,50,31,295,220,134,6
1559,6,50,31,295,99,134,6
1560,6,50,31,296,132,134,6
1561,6,50,31,296,187,134,6
1562,6,50,31,296,121,134,6
1563,6,50,31,296,44,1,0
1564,6,50,31,296,143,9,6
1565,6,50,31,296,165,134,6
1566,6,50,31,296,220,134,6
1567,6,50,31,296,99,134,6
1568,6,50,32,297,132,134,6
1569,6,50,32,297,187,134,6
1570,6,50,32,297,121,134,6
1571,6,50,32,297,44,107,6
1572,6,50,32,297,143,149,3
1573,6,50,32,297,165,58,7
1574,6,50,32,297,220,134,6
1575,6,50,32,297,99,13,6
1576,6,50,32,298,132,1,0
1577,6,50,32,298,187,1,0
1578,6,50,32,298,121,39,11
1579,6,50,32,298,44,315,12
1580,6,50,32,298,143,248,2
1581,6,50,32,298,165,144,2
1582,6,50,32,298,220,563,1
1583,6,50,32,298,99,61,6
1584,6,50,32,299,132,134,6
1585,6,50,32,299,187,134,6
1586,6,50,32,299,121,87,6
1587,6,50,32,299,44,478,6
1588,6,50,32,299,143,377,3
1589,6,50,32,299,165,260,3
1590,6,50,32,299,220,637,2
1591,6,50,32,299,99,107,6
1592,6,50,33,300,132,134,6
1593,6,50,33,300,187,134,6
1594,6,50,33,300,121,134,6
1595,6,50,33,300,44,210,14
1596,6,50,33,300,143,277,6
1597,6,50,33,300,165,174,5
1598,6,50,33,300,220,134,6
1599,6,50,33,300,99,66,6
1600,6,50,33,301,132,134,6
1601,6,50,33,301,187,134,6
1602,6,50,33,301,121,134,6
1603,6,50,33,301,44,81,13
1604,6,50,33,301,143,88,5
1605,6,50,33,301,165,61,4
1606,6,50,33,301,220,66,2
1607,6,50,33,301,99,9,6
1608,6,50,33,302,132,14,6
1609,6,50,33,302,187,2,0
1610,6,50,33,302,121,134,6
1611,6,50,33,302,44,212,6
1612,6,50,33,302,143,246,2
1613,6,50,33,302,165,101,6
1614,6,50,33,302,220,134,6
1615,6,50,33,302,99,66,6
1616,6,50,33,303,132,134,6
1617,6,50,33,303,187,134,6
1618,6,50,33,303,121,134,6
1619,6,50,33,303,44,109,17
1620,6,50,33,303,143,152,4
1621,6,50,33,303,165,114,5
1622,6,50,33,303,220,134,6
1623,6,50,33,303,99,17,6
1624,6,50,33,304,132,134,6
1625,6,50,33,304,187,134,6
1626,6,50,33,304,121,134,6
1627,6,50,33,304,44,15,0
1628,6,50,33,304,143,56,6
1629,6,50,33,304,165,10,6
1630,6,50,33,304,220,134,6
1631,6,50,33,304,99,13,6
1632,6,50,33,305,132,134,6
1633,6,50,33,305,187,134,6
1634,6,50,33,305,121,134,6
1635,6,50,33,305,44,32,0
1636,6,50,33,305,143,73,5
1637,6,50,33,305,165,134,6
1638,6,50,33,305,220,134,6
1639,6,50,33,305,99,1,0
1640,6,50,33,306,132,134,6
1641,6,50,33,306,187,134,6
1642,6,50,33,306,121,134,6
1643,6,50,33,306,44,97,14
1644,6,50,33,306,143,150,3
1645,6,50,33,306,165,66,6
1646,6,50,33,306,220,134,6
1647,6,50,33,306,99,19,6
1648,6,50,33,307,132,134,6
1649,6,50,33,307,187,134,6
1650,6,50,33,307,121,49,5
1651,6,50,33,307,44,311,10
1652,6,50,33,307,143,306,2
1653,6,50,33,307,165,126,5
1654,6,50,33,307,220,549,2
1655,6,50,33,307,99,67,2
1656,6,50,33,308,132,134,6
1657,6,50,33,308,187,1,0
1658,6,50,33,308,121,46,8
1659,6,50,33,308,44,162,16
1660,6,50,33,308,143,124,4
1661,6,50,33,308,165,44,6
1662,6,50,33,308,220,134,6
1663,6,50,33,308,99,11,6
1664,6,50,33,309,132,134,6
1665,6,50,33,309,187,134,6
1666,6,50,33,309,121,134,6
1667,6,50,33,309,44,53,12
1668,6,50,33,309,143,139,2
1669,6,50,33,309,165,57,3
1670,6,50,33,309,220,134,6
1671,6,50,33,309,99,134,6
1672,6,50,33,310,132,134,6
1673,6,50,33,310,187,134,6
1674,6,50,33,310,121,39,14
1675,6,50,33,310,44,249,10
1676,6,50,33,310,143,235,1
1677,6,50,33,310,165,144,3
1678,6,50,33,310,220,134,6
1679,6,50,33,310,99,41,6
1680,6,50,33,311,132,134,6
1681,6,50,33,311,187,1,0
1682,6,50,33,311,121,265,8
1683,6,50,33,311,44,440,14
1684,6,50,33,311,143,276,3
1685,6,50,33,311,165,170,4
1686,6,50,33,311,220,134,6
1687,6,50,33,311,99,93,6
1688,6,50,33,312,132,1,0
1689,6,50,33,312,187,2,0
1690,6,50,33,312,121,134,6
1691,6,50,33,312,44,197,12
1692,6,50,33,312,143,222,3
1693,6,50,33,312,165,117,5
1694,6,50,33,312,220,134,6
1695,6,50,33,312,99,38,6
1696,6,50,33,313,132,134,6
